doi,title,publication_year,venue,is_open_access,llm_relevance,llm_variant,llm_approach,llm_metaheuristics,llm_is_hybrid,llm_how_solved
10.1007/s13675-015-0053-8,Formulations and exact algorithms for the distance-constrained generalized directed rural postman problem,2015,EURO Journal on Computational Optimization,True,Variante de CARP,Otra variante,Exacto,,False,Formulaciones y algoritmos exactos para el generalized directed rural postman con restricción de distancia (lectura de medidores).
10.5195/emaj.2015.69,Using Genetic Algorithm For Winter Maintenance Operations: Multi Depot K-Chinese Postman Problem,2015,EMAJ Emerging Markets Journal,True,Arc routing relacionado,Multi-depósito,Metaheurística,Algoritmo genético,False,Algoritmo genético para el multi-depot k-Chinese Postman de esparcido de sal (Estambul).
,WasTE COllECTION vEHIClE R OUTINg PROblEm: lITERaTURE REvIEW,2015,,False,Arc routing relacionado,Otra variante,Survey / Teórico / Modelado,,False,Revisión de literatura del waste collection VRP (modelos por nodos y por arcos).
,Route optimization using arc routing for household waste collection,2015,Aaltodoc (Aalto University),False,Arc routing relacionado,No es CARP (RPP/CPP/otro),Exacto,,False,Problema del cartero chino dirigido (DCPP) para recolección domiciliaria de residuos (tesis).
,İki amaçlı tek çinli postacı problemi.,2015,OpenMETU (Middle East Technical University),False,Arc routing relacionado,Multi-objetivo,Exacto,,False,Algoritmo branch-and-bound que genera todos los puntos eficientes para el Chinese Postman bi-objetivo (costo y distancia).
,Optimizing routes for snow plowing in Trondheim using evolutionary algorithms,2015,Duo Research Archive (University of Oslo),True,Variante de CARP,Otra variante,Metaheurística,Algoritmo memético,False,Algoritmo memético para quitanieves modelado como node-edge-arc routing (Trondheim).
10.13122/fontana-dario_phd2015-12-18,Horizontal arc routing collaboration: models and algorithms,2015,Aisberg (University of Bergamo),True,Variante de CARP,Prize-collecting / Profitable,Exacto,,False,Revisión de colaboración horizontal y nuevo modelo de arc routing rentable con asignación de beneficios (tesis).
10.1287/trsc.2013.0507,In-Depth Analysis of Pricing Problem Relaxations for the Capacitated Arc-Routing Problem,2014,Transportation Science,False,CARP núcleo,CARP clásico,Exacto,,False,Análisis del problema de pricing y nuevos algoritmos de etiquetado para el branch-and-price exacto del CARP sobre el grafo disperso.
10.1109/cec.2014.6900358,A memetic algorithm with a new split scheme for solving dynamic capacitated arc routing problems,2014,,False,Variante de CARP,Dinámico / Time-dependent,Metaheurística,Algoritmo memético,True,Algoritmo memético con nuevo esquema de split para el DCARP (y también CARP estático).
10.1002/net.21562,Adaptive large neighborhood search for the periodic capacitated arc routing problem with inventory constraints,2014,Networks,False,Variante de CARP,Periódico (PCARP),Metaheurística,ALNS,False,Búsqueda de vecindario grande adaptativa (ALNS) para el PCARP con restricciones de inventario (supresión de polvo en minas).
10.1109/cec.2014.6900305,Variable neighborhood decomposition for Large Scale Capacitated Arc Routing Problem,2014,,False,Variante de CARP,Large-scale,Metaheurística,VND; Route Distance Grouping,False,Descomposición por vecindario variable (VND) con agrupamiento por distancia de rutas para el CARP a gran escala.
10.1109/cec.2014.6900232,A benchmark generator for dynamic capacitated arc routing problems,2014,,False,Variante de CARP,Dinámico / Time-dependent,Survey / Teórico / Modelado,,False,Generador de benchmarks para el DCARP con interrupciones/cambios realistas.
,Knowledge-based genetic algorithm to the double layer capacitated arc routing problems,2014,Systems Engineering - Theory & Practice,False,Variante de CARP,Otra variante,Metaheurística,Algoritmo genético,False,Algoritmo genético basado en conocimiento (KGA) para el double-layer CARP.
,Capacitated Arc Routing Problem,2014,Digital Repository (National Repository of Grey Literature),False,CARP núcleo,CARP clásico,Heurística constructiva,,False,Algoritmo heurístico aleatorizado para CARP aplicado a recolección de basura (tesis).
10.1139/cjce-2013-0409,Optimization of snow plowing cost and time in an urban environment: A case study for the City of Edmonton,2014,Canadian Journal of Civil Engineering,False,Variante de CARP,CARP clásico,Exacto,,False,Modelo de optimización matemática basado en CARP para minimizar costo y tiempo de quitanieves (Edmonton).
10.1080/12265934.2014.929507,Model of debris collection operation after disasters and its application in urban area,2014,International Journal of Urban Sciences,False,Variante de CARP,Otra variante,No especificado,,False,Nuevo CARP para recolección de escombros tras desastres con acceso limitado por bloqueos.
,"Capacitated Clustering and Collection of Solid Waste in Kwadaso Estate, Kumasi",2014,Journal of Asian Scientific Research,True,Variante de CARP,CARP clásico,Heurística constructiva,,False,"Heurística cluster-first-route-second para un CARP extendido de recolección de residuos (Kumasi, Ghana)."
,Kapacitní problém listonoše,2014,Digital Repository (National Repository of Grey Literature),False,CARP núcleo,CARP clásico,Heurística constructiva,,False,Algoritmo heurístico aleatorizado para CARP (cartero capacitado) aplicado a recolección de basura (tesis).
10.5151/marine-spolm2014-126498,DOIS MODELOS MATEMÁTICOS CAPAZES DE SOLUCIONAR UM PROBLEMA PERIÓDICO DE MANUTENÇÃO ATRAVÉS DE ROTEAMENTO EM ARCOS,2014,,True,Variante de CARP,Periódico (PCARP),Exacto,,False,Comparación de dos modelos matemáticos para el PCARP de mantenimiento periódico de vías.
10.1109/hicss.2014.130,Decision Support for Capacitated Arc Routing for Providing Municipal Waste and Recycling Services,2014,,False,Variante de CARP,CARP clásico,No especificado,,False,Sistema de soporte a decisiones para CARP de recolección de residuos y reciclaje incorporando tendencias estacionales (Calgary).
,"Capacitated Arc Routing: Représentation Simplifiée, Décodeur Exact et Meta-heuristiques",2014,HAL (Le Centre pour la Communication Scientifique Directe),False,CARP núcleo,CARP clásico,Metaheurística,,True,Representación simplificada con decodificador exacto y metaheurísticas para el CARP (sin abstract detallado).
,A branch and cut approach for the mixed capacitated general routing problem,2014,Archive of Doctoral Theses and Digital Collections (University of Calabria),False,Variante de CARP,Otra variante,Exacto,,False,Modelo de programación entera y algoritmo branch-and-cut para el mixed capacitated general routing (MCGRP).
,Electromagnetism based approach to Sector design in Waste Collection,2014,"Portuguese National Funding Agency for Science, Research and Technology (RCAAP Project by FCT)",False,Variante de CARP,CARP clásico,Metaheurística,Electromagnetism-like (EM),False,"Enfoque basado en electromagnetismo para el diseño de sectores en recolección de residuos (Monção, Portugal)."
10.26021/3459,Multiple Constant Multiplication Optimization Using Common Subexpression Elimination and Redundant Numbers,2014,University of Canterbury Research Repository (University of Canterbury),True,No relevante,No es CARP (RPP/CPP/otro),No especificado,,False,Optimización de la multiplicación por múltiples constantes en DSP (no relacionado con arc routing).
10.1080/21681015.2014.980444,Using Ant Colony Optimization to solve Periodic Arc Routing Problem with Refill Points,2014,Journal of Industrial and Production Engineering,False,Variante de CARP,Periódico (PCARP),Metaheurística,ACO,False,"Colonia de hormigas con búsqueda local para el periodic arc routing con puntos de recarga (riego de árboles), transformado a VRP."
10.1109/wsc.2014.7020035,On the use of biased randomization and simheuristics to solve Vehicle and Arc Routing Problems,2014,Proceedings of the Winter Simulation Conference 2014,False,Arc routing relacionado,Estocástico / Incierto,Survey / Teórico / Modelado,Simheurística,False,"Revisión de randomización sesgada y simheurísticas para VRP y ARP, con un marco general basado en simulación."
10.5555/2693848.2694084,On the use of biased randomization and simheuristics to solve vehicle and arc routing problems,2014,RECERCAT (Consorci de Serveis Universitaris de Catalunya),False,Arc routing relacionado,Estocástico / Incierto,Survey / Teórico / Modelado,Simheurística,False,"Revisión de randomización sesgada y simheurísticas para VRP y ARP, con un marco general basado en simulación."
10.1109/cis.2014.77,An Improved MULTI-ACS Algorithm for the Waste Collection Vehicle Arc Routing Problem with Turn Constraints,2014,,False,Variante de CARP,Otra variante,Metaheurística,ACO,False,Algoritmo MULTI-ACS (colonia de hormigas) con vecindarios de sustitución/reinserción/3-exchange para el waste collection arc routing con restricciones de giro.
10.4028/www.scientific.net/amr.1010-1012.1000,The Waste Collection Vehicle Arc Routing Problem with Turn Constraints,2014,Advanced materials research,True,Variante de CARP,Otra variante,Metaheurística,ACO,False,Modelo con restricciones de giro transformado a ruteo por nodos asimétrico y resuelto con MULTI-ACS (colonia de hormigas).
10.1002/net.21574,A matheuristic algorithm for the mixed capacitated general routing problem,2014,Networks,False,Variante de CARP,Otra variante,Híbrido / Matheurística,,True,Matheurística con estructuras de vecindario para el mixed capacitated general routing (MCGRP).
10.4028/www.scientific.net/amm.701-702.44,Genetic Algorithm for the Capacitated Chinese Postman Problem on Mixed Networks,2014,Applied Mechanics and Materials,False,Arc routing relacionado,No es CARP (RPP/CPP/otro),Metaheurística,Algoritmo genético,False,Algoritmo genético con codificación por prioridades para el capacitated Chinese Postman en redes mixtas.
10.1109/tevc.2013.2281503,Cooperative Coevolution With Route Distance Grouping for Large-Scale Capacitated Arc Routing Problems,2013,IEEE Transactions on Evolutionary Computation,True,Variante de CARP,Large-scale,Metaheurística,Coevolución cooperativa; MAENS (memético); Route Distance Grouping,True,Coevolución cooperativa con agrupamiento por distancia de rutas (RDG) para el CARP a gran escala.
10.1109/mc.2013.6608210,A memetic algorithm for uncertain Capacitated Arc Routing Problems,2013,,False,Variante de CARP,Estocástico / Incierto,Metaheurística,Algoritmo memético,True,Algoritmo memético (con función de aptitud integrada y búsqueda local de gran paso) para soluciones robustas del UCARP.
10.1057/jors.2013.159,Periodic capacitated arc-routing problem with inventory constraints,2013,Journal of the Operational Research Society,False,Variante de CARP,Periódico (PCARP),Exacto,,False,Primeros modelos matemáticos para el PCARP con restricciones de inventario (supresión de polvo en minas).
10.1287/opre.1120.1154,An Exact Algorithm for the Capacitated Arc Routing Problem with Deadheading Demand,2013,Operations Research,False,Variante de CARP,Otra variante,Exacto,,False,Algoritmo exacto branch-and-price (cut-and-column generation) con nuevas desigualdades válidas para el CARP con demanda de deadheading (CARPDD).
10.1080/00207543.2012.753165,A memetic algorithm with iterated local search for the capacitated arc routing problem,2013,International Journal of Production Research,False,CARP núcleo,CARP clásico,Metaheurística,Algoritmo memético; Iterated local search,True,Algoritmo memético con iterated local search y cruce LCSX (MAILS) para el CARP.
10.1109/cec.2013.6557678,Decomposing Large-Scale Capacitated Arc Routing Problems using a random route grouping method,2013,,True,Variante de CARP,Large-scale,Metaheurística,Coevolución cooperativa; Random Route Grouping,True,Agrupamiento aleatorio de rutas (RRG) con coevolución cooperativa para el CARP a gran escala.
10.1504/ijor.2013.054973,An artificial bee colony approach for the undirected capacitated arc routing problem with profits,2013,International Journal of Operational Research,False,Variante de CARP,Prize-collecting / Profitable,Metaheurística,Artificial Bee Colony (ABC),False,Algoritmo de colonia de abejas artificiales (ABC) para el CARP no dirigido con ganancias (UCARPP).
10.1109/tcyb.2013.2253605,A Dynamic Path Planning Approach for Multirobot Sensor-Based Coverage Considering Energy Constraints,2013,IEEE Transactions on Cybernetics,False,Variante de CARP,Otra variante,Heurística constructiva,,False,Algoritmo de Ulusoy modificado sobre grafo de Voronoi para cobertura multirobot con restricciones de energía modelada como CARP.
10.4028/www.scientific.net/amr.791-793.1195,Application of Artificial Immune Algorithm in the Capacitated Arc Routing Problem,2013,Advanced materials research,True,CARP núcleo,CARP clásico,Metaheurística,Algoritmo inmune artificial,False,Algoritmo inmune artificial (AIA) con buena capacidad de búsqueda global para el CARP.
,Rank-based memetic algorithm for capacitated arc routing problems.,2013,DR-NTU (Nanyang Technological University),False,CARP núcleo,CARP clásico,Metaheurística,Algoritmo memético,True,Algoritmo memético basado en ranking para el CARP.
,Research on Mixed Generation Parallel Genetic Algorithm for Capacitated Arc Routing Problem,2013,Journal of Shenyang University of Chemical Technology,False,CARP núcleo,CARP clásico,Metaheurística,Algoritmo genético,False,Algoritmo genético paralelo de generación mixta (MGPGA) para el CARP.
,"Vehicle Routing of Urban Snow Plowing Operations: Case Study for City of Edmonton, Canada",2013,Transportation Research Board 92nd Annual MeetingTransportation Research Board,False,Variante de CARP,CARP clásico,Exacto,,False,Modelo de optimización de red basado en CARP para el ruteo de quitanieves urbano (Edmonton).
,Adaptive Local Search Algorithm for Solving CARPSD Problem,2013,Jisuanji gongcheng,False,Variante de CARP,Estocástico / Incierto,Metaheurística,Búsqueda local adaptativa,False,Búsqueda local adaptativa con path-scanning estocástico para el CARP con demanda estocástica (CARPSD).
10.1287/opre.2013.1177,In This Issue,2013,Operations Research,False,No relevante,No es CARP (RPP/CPP/otro),Survey / Teórico / Modelado,,False,"Nota editorial 'In This Issue' de la revista, sin contenido técnico de CARP."
,Otimização de rotas na recolha de resíduos urbanos : estudo de um caso real,2013,University of Lisbon Repository (University of Lisbon),True,Variante de CARP,CARP clásico,Heurística constructiva,,False,"Heurística constructiva (implementada en VBA/Excel, modelo PLI) para optimizar rutas de recolección domiciliaria (Seixal)."
10.1287/trsc.2013.0484,The Team Orienteering Arc Routing Problem,2013,Transportation Science,True,Variante de CARP,Prize-collecting / Profitable,Exacto,,False,Formulación y estudio (branch-and-cut) para el team orienteering arc routing problem (TOARP).
10.1002/net.21525,Solving the close‐enough arc routing problem,2013,Networks,False,Variante de CARP,Otra variante,Exacto,,False,Nueva formulación y algoritmos branch-and-cut para el close-enough arc routing (lectura de medidores).
10.1057/jors.2013.60,On the generalized directed rural postman problem,2013,Journal of the Operational Research Society,False,Variante de CARP,Otra variante,Exacto,,False,Método exacto y heurístico para el generalized directed rural postman como modelo unificado de problemas de cartero.
10.1057/jors.2013.83,The downhill plow problem with multiple plows,2013,Journal of the Operational Research Society,False,Variante de CARP,Min-max / Balanceado,Heurística constructiva,,False,"Heurística para el downhill plow problem con múltiples máquinas, minimizando la ruta máxima y evitando arar cuesta arriba."
,Exact Optimization Methods for the Mixed Capacitated General Routing Problem,2013,Duo Research Archive (University of Oslo),True,Variante de CARP,Otra variante,Exacto,,False,Formulación de flujo de caminos y branch-and-price (generación de columnas) para el mixed capacitated general routing (MCGRP).
,Routing-problem approaches to the design of a system for urban waste collection,2013,Dialnet (Universidad de la Rioja),False,Variante de CARP,CARP clásico,Metaheurística,,False,Algoritmos aproximados (metaheurísticos) para el problema de recolección de residuos de Sevilla modelado como arc routing (tesis doctoral).
,Arc-Routing Models for Small Package Local Routing,2013,,False,Variante de CARP,Estocástico / Incierto,No especificado,,False,Modelos de arc routing para reparto de paquetería con incertidumbre en la presencia de segmentos de calle (rutas maestras).
,Recolha de resíduos sólidos urbanos - otimização de rotas,2013,"Portuguese National Funding Agency for Science, Research and Technology (RCAAP Project by FCT)",False,Variante de CARP,Con instalaciones intermedias (CLARPIF),Exacto,,False,"Nuevo modelo de optimización basado en el MCARP con múltiples aterros limitados (Monção, Portugal)."
10.1287/opre.1120.1079,Cut-First Branch-and-Price-Second for the Capacitated Arc-Routing Problem,2012,Operations Research,False,CARP núcleo,CARP clásico,Exacto,,False,Primer algoritmo branch-and-price completo (cut-first) para el CARP trabajando directamente sobre el grafo disperso.
10.1145/2330163.2330278,A developmental solution to (dynamic) capacitated arc routing problems using genetic programming,2012,,False,Variante de CARP,Dinámico / Time-dependent,Metaheurística,Programación genética (hiper-heurística),False,Enfoque ontogénico con programación genética que evoluciona heurísticas constructivas para el (D)CARP.
,Model and Solution Approach for Multi objective-multi commodity Capacitated Arc Routing Problem with Fuzzy Demand,2012,Journal of industrial and systems engineering.,False,Variante de CARP,Estocástico / Incierto,Metaheurística,,False,Modelo difuso por restricciones de posibilidad y algoritmo multi-objetivo para el CARP multi-commodity con demanda difusa.
10.5267/j.ijiec.2012.08.002,A novel heuristic method to solve the capacitated arc routing problem,2012,International Journal of Industrial Engineering Computations,True,CARP núcleo,CARP clásico,Heurística constructiva,,False,"Heurística constructiva y de mejora que extiende tours parciales desde ambos extremos, con fusión final, para el CARP."
10.2208/jscejipm.68.i_805,UNDIRECTED CAPACITATED ARC ROUTING PROBLEM IN DEBRIS COLLECTION OPERATION AFTER DISASTERS,2012,Journal of Japan Society of Civil Engineers Ser D3 (Infrastructure Planning and Management),True,Variante de CARP,Otra variante,No especificado,,False,Variante del CARP no dirigido para recolección de escombros tras desastres con acceso bloqueado entre secciones.
,Constructive heuristics for weather-type models of capacitated arc routing problems in waste collection,2012,,False,Variante de CARP,Estocástico / Incierto,Heurística constructiva,,False,Heurísticas constructivas para CARP con demanda estocástica (lluvia) y con ventana de tiempo de entrega en recolección de residuos (tesis).
10.3233/aic-2012-0522,Development and assessment of the SHARP and RandSHARP algorithms for the arc routing problem,2012,AI Communications,False,CARP núcleo,CARP clásico,Metaheurística,Savings (SHARP),False,Algoritmos SHARP y RandSHARP (savings con randomización sesgada) para el CARP.
10.1109/cec.2012.6252893,An evolutionary search paradigm that learns with past experiences,2012,,True,Arc routing relacionado,CARP clásico,Metaheurística,Algoritmo memético,False,Paradigma de búsqueda evolutiva que aprende y transfiere memes de experiencias previas de resolución (aplicado a ruteo).
,The knowledge-based ant colony optimization to double layer capacitated arc routing problems,2012,Systems Engineering - Theory & Practice,False,Variante de CARP,Otra variante,Metaheurística,ACO,False,Colonia de hormigas basada en conocimiento (KACO) con ajuste dinámico de parámetros y 2-opt para el double-layer CARP.
10.1109/icgec.2012.21,A Memetic Algorithm with Random Key Crossover and Modified Neighborhood Search for the Solution of Capacitated Arc Routing Problems,2012,,False,CARP núcleo,CARP clásico,Metaheurística,Algoritmo memético,True,"Algoritmo memético con cruce por claves aleatorias y búsqueda de vecindario modificada, eficiente en evaluaciones, para el CARP."
10.1109/wsc.2012.6465034,Sim-RandSHARP: A hybrid algorithm for solving the Arc Routing Problem with Stochastic Demands,2012,Proceedings Title: Proceedings of the 2012 Winter Simulation Conference (WSC),True,Variante de CARP,Estocástico / Incierto,Híbrido / Matheurística,Simheurística; Savings (RandSHARP),True,Algoritmo híbrido (RandSHARP con savings randomizado + simulación Monte Carlo) para el ARP con demandas estocásticas.
,Branch-and-bound algorithm for an arc routing problem,2012,,False,Variante de CARP,Abierto (OCARP),Exacto,GRASP,False,Algoritmo branch-and-bound (relajación lagrangiana + GRASP para cotas superiores) — primer exacto para el OCARP.
,Métodos heurísticos e exatos para o problemas de roteamento em arcos capacitado e aberto = : Heuristic and exact approaches for the open capacitated arc routing problem,2012,LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas),True,Variante de CARP,Abierto (OCARP),Híbrido / Matheurística,GRASP,True,Metaheurística GRASP con reconexión por caminos y formulación relajada de PLI para el OCARP (tesis).
,"Experiments on the Node, Edge, and Arc Routing Problem",2012,Duo Research Archive (University of Oslo),True,Variante de CARP,Otra variante,Metaheurística,,False,Experimentos sobre el node-edge-arc routing (NEARP/MCGRP) que unifica ruteo por nodos y por arcos.
,Learnable genetic algorithm to double-layer CARP optimization problems,2012,,False,Variante de CARP,Otra variante,Metaheurística,Algoritmo genético,False,Algoritmo genético 'aprendible' (LGA) con conocimiento de operadores para el double-layer CARP.
,Variable Neighborhood Search Algorithm for Solving UCARPP Problem,2012,Jisuanji gongcheng,False,Variante de CARP,Prize-collecting / Profitable,Metaheurística,VNS,False,Búsqueda de vecindario variable (VNS) con algoritmo split para el CARP no dirigido con ganancias (UCARPP).
,Algorithms for Solving CARP-RP-ML Problem,2012,Jisuanji gongcheng,False,Variante de CARP,Con instalaciones intermedias (CLARPIF),Metaheurística,Algoritmo genético,False,Algoritmo genético (con split y búsqueda local) para el CARP con puntos de recarga y múltiples cargas (CARP-RP-ML).
10.17771/pucrio.acad.28746,EXACT ALGORITHMS FOR ARC AND NODE ROUTING PROBLEMS,2012,,True,CARP núcleo,CARP clásico,Exacto,,False,Algoritmos exactos (cotas y soluciones óptimas) para el CARP y el generalized VRP (tesis).
10.5555/2350156.2350158,Development and assessment of the SHARP and RandSHARP algorithms for the arc routing problem,2012,AI Communications,False,CARP núcleo,CARP clásico,Metaheurística,Savings (SHARP),False,Algoritmos SHARP y RandSHARP (savings con randomización sesgada) para el CARP.
,Una formulacin para el problema de la recogida de residuos urbanos en Sevilla,2012,Anales de ASEPUMA,False,Variante de CARP,CARP clásico,Exacto,,False,Modelo compacto basado en flujos resuelto con CPLEX (métodos exactos) para el CARP de recolección de residuos de Sevilla.
,Splitting algorithms for the multiple depot arc routing problem: application by ant colony optimization,2012,Redalyc (Universidad Autónoma del Estado de México),False,Variante de CARP,Multi-depósito,Metaheurística,ACO,False,Dos enfoques de colonia de hormigas (con heurística de inserción y split de Ulusoy) para el CARP multi-depósito (MDCARP).
10.48550/arxiv.1207.0702,Meme as Building Block for Evolutionary Optimization of Problem Instances,2012,arXiv (Cornell University),True,Arc routing relacionado,CARP clásico,Metaheurística,Algoritmo memético,False,Paradigma de computación memética que transfiere conocimiento estructurado (memes) entre instancias de problemas (probado en ruteo).
10.1109/cis.2012.16,Ant Colony Algorithm for Waste Collection Vehicle Arc Routing Problem with Turn Constraints,2012,,False,Variante de CARP,Otra variante,Metaheurística,ACO,False,Sistema multi-colonia de hormigas basado en clustering (transformado a ruteo por nodos) para el waste collection arc routing con restricciones de giro.
,Modeling and Solving Arc Routing Problems in Street Sweeping and Snow Plowing,2012,University Libraries (University of Maryland),True,Arc routing relacionado,Otra variante,No especificado,,False,Modelado y resolución de variantes del Chinese/Rural Postman para barrido de calles y quitanieves (tesis).
,Cutting path as a Rural Postman Problem: solutions by Memetic Algorithms,2012,"Portuguese National Funding Agency for Science, Research and Technology (RCAAP Project by FCT)",True,Arc routing relacionado,No es CARP (RPP/CPP/otro),Metaheurística,Algoritmo memético,False,Algoritmo memético (MARP) para el rural postman aplicado a la optimización de corte de componentes industriales.
,Routing Applications in Newspaper Delivery,2012,Duo Research Archive (University of Oslo),True,Arc routing relacionado,Otra variante,Survey / Teórico / Modelado,,False,Revisión de aplicaciones de arc routing (y del NEARP) en el reparto de periódicos.
,Modélisation et résolution de problèmes généralisés de tournées de véhicules,2012,theses.fr (ABES),True,Variante de CARP,Otra variante,Exacto,,False,"Estudio de tres problemas generalizados de ruteo, incluyendo el close-enough arc routing (tesis)."
10.1201/b16379,Essentials of Logistics and Management,2012,EPFL Press eBooks,False,No relevante,No es CARP (RPP/CPP/otro),Survey / Teórico / Modelado,,False,Libro general de logística y gestión de la cadena de suministro (no específico de CARP).
,Essentials of logistics & management : the global supply chain,2012,Medical Entomology and Zoology,False,No relevante,No es CARP (RPP/CPP/otro),Survey / Teórico / Modelado,,False,Libro general de logística y gestión de la cadena de suministro global (no específico de CARP).
,On the Generalized Directed Rural Postman Problem,2012,RePEc: Research Papers in Economics,False,Variante de CARP,Otra variante,Exacto,,False,Método exacto y heurístico para el generalized directed rural postman como modelo unificado de problemas de cartero.
10.1109/tevc.2010.2051446,Decomposition-Based Memetic Algorithm for Multiobjective Capacitated Arc Routing Problem,2011,IEEE Transactions on Evolutionary Computation,True,Variante de CARP,Multi-objetivo,Metaheurística,MAENS (memético),True,Algoritmo memético basado en descomposición con búsqueda de vecindario extendida (D-MAENS) para el CARP multi-objetivo.
10.1109/tsmcb.2011.2158307,A Memetic Algorithm for Periodic Capacitated Arc Routing Problem,2011,IEEE Transactions on Systems Man and Cybernetics Part B (Cybernetics),True,Variante de CARP,Periódico (PCARP),Metaheurística,Algoritmo memético,True,"Algoritmo memético con nueva representación, cruce y procedimiento de fusión de rutas (Route-Merging) para el PCARP."
10.1109/tsmcb.2011.2107899,A Hybrid Ant Colony Optimization Algorithm for the Extended Capacitated Arc Routing Problem,2011,IEEE Transactions on Systems Man and Cybernetics Part B (Cybernetics),False,Variante de CARP,Otra variante,Híbrido / Matheurística,ACO,True,Colonia de hormigas híbrida (HACOA) con información heurística y parámetros adaptativos para el CARP extendido (con tiempo de servicio y costos de inversión).
10.1016/j.entcs.2011.11.026,BRKGA Algorithm for the Capacitated Arc Routing Problem,2011,Electronic Notes in Theoretical Computer Science,True,CARP núcleo,CARP clásico,Metaheurística,BRKGA (claves aleatorias sesgadas),False,Algoritmo genético de claves aleatorias sesgadas (BRKGA) con búsqueda local y fase de reinicio para el CARP.
10.3844/ajassp.2011.382.392,Implementation Weather-Type Models of Capacitated Arc Routing Problem via Heuristics,2011,American Journal of Applied Sciences,True,Variante de CARP,Estocástico / Incierto,Heurística constructiva,,False,Heurísticas para un CARP tipo clima con demanda estocástica (peso por lluvia) y ventanas de tiempo en recolección de residuos.
10.1109/iscid.2011.30,MAENS+: A Divide-and-Conquer Based Memetic Algorithm for Capacitated Arc Routing Problem,2011,,False,CARP núcleo,CARP clásico,Metaheurística,MAENS (memético),True,Algoritmo memético MAENS+ con estrategia divide y vencerás para reducir el costo computacional del operador Merge-Split en CARP.
,Constructive heuristics for the Residential Waste Collection Problem,2011,,False,Variante de CARP,CARP clásico,Heurística constructiva,,False,Heurísticas constructivas (path-scanning y augment-merge modificadas) para el residential waste collection problem (RWCP).
,A Hybrid Algorithm combining Path Scanning and Biased Random Sampling for the Arc Routing Problem,2011,,False,CARP núcleo,CARP clásico,Híbrido / Matheurística,Path scanning; Randomización sesgada,True,"Algoritmo híbrido que combina path-scanning con muestreo aleatorio sesgado, paralelizable, para el CARP."
,Constructive Heuristic Algorithms for the CARP Problem,2011,Journal of Henan Normal University,False,CARP núcleo,CARP clásico,Survey / Teórico / Modelado,,False,Revisión y clasificación (tres categorías) de algoritmos heurísticos constructivos para el CARP.
10.1504/ijvcm.2011.043231,DIALING: heuristic to solve integrated resource allocation and routing problem with upper bound,2011,International Journal of Value Chain Management,False,Variante de CARP,Mixto (MCARP),Híbrido / Matheurística,Algoritmo genético,True,"Heurística compuesta (Dijkstra + algoritmo genético con búsqueda local, DIALING) para el MCARP con cota superior de vehículos (IRARPUB)."
10.1287/trsc.1110.0370,The Windy Clustered Prize-Collecting Arc-Routing Problem,2011,Transportation Science,True,Variante de CARP,Prize-collecting / Profitable,Exacto,,False,Formulación de programación matemática con desigualdades que inducen facetas para el windy clustered prize-collecting arc routing.
10.1057/jors.2011.26,Applying min–max<i>k</i>postmen problems to the routing of security guards,2011,Journal of the Operational Research Society,False,Variante de CARP,Min-max / Balanceado,Metaheurística,Búsqueda tabú,False,Búsqueda tabú para generar múltiples rutas de patrullaje de guardias modeladas como min-max k postmen.
,Graph planning for environmental coverage,2011,,False,Arc routing relacionado,Otra variante,No especificado,,False,Cobertura efectiva de grafos con restricciones ambientales e información incompleta para robots de mapeo/vigilancia (tesis).
10.1080/10170669.2011.599433,Ant colony optimization for railway driver crew scheduling: from modeling to implementation,2011,Journal of the Chinese Institute of Industrial Engineers,False,Arc routing relacionado,Otra variante,Metaheurística,ACO,False,Transforma la programación de tripulaciones de conductores ferroviarios en arc routing y la resuelve con colonia de hormigas.
10.1016/j.entcs.2011.11.027,A Tabu Search Heuristic for the Prize-collecting Rural Postman Problem,2011,Electronic Notes in Theoretical Computer Science,True,Variante de CARP,Prize-collecting / Profitable,Metaheurística,Búsqueda tabú,False,Heurística de búsqueda tabú para el prize-collecting rural postman problem.
10.1080/10473289.2011.646048,A novel methodology for determining low-cost fine particulate matter street sweeping routes,2011,Journal of the Air & Waste Management Association,True,Variante de CARP,Otra variante,No especificado,,False,"Selección de calles por emisión de PM10 y transformación del arc routing (cada calle visitada por lado, con restricciones de giro) para barrido de bajo costo."
,A Capacitated Clustering-based Method for Newspaper Delivery Routing,2011,BIBSYS Brage (BIBSYS (Norway)),True,Variante de CARP,Otra variante,Híbrido / Matheurística,Iterated local search; VNS; LNS,True,"Clustering capacitado y combinación de ILS, VNS y LNS para el NEARP a gran escala (reparto de periódicos nórdicos)."
10.1109/cerma.2011.87,An Evolutionary Hybrid Strategy for Solving the Rural Postman Problem,2011,,False,Arc routing relacionado,No es CARP (RPP/CPP/otro),Híbrido / Matheurística,Algoritmo genético,True,Heurística híbrida con algoritmo genético (búsqueda global) y búsqueda local sobre transformación de grafo para el rural postman (RPP).
,Location analysis of intermediate facilities within a waste management system,2011,UpSpace Institutional Repository (University of Pretoria),True,Variante de CARP,Con instalaciones intermedias (CLARPIF),Survey / Teórico / Modelado,,False,Revisión de literatura sobre optimización de la ubicación de instalaciones intermedias en gestión de residuos (LARP).
,Sectoring of a waste collection area,2011,,False,Variante de CARP,CARP clásico,Heurística constructiva,,False,Partición del área de recolección en días y vehículos con procedimientos heurísticos (Two-Phase) modelada como arc routing.
